business_id,business_name,business_address,recent_score,recent_risk,average_score,minimum_score,maximum_score
19,Nrgize Lifestyle Cafe,"1200 Van Ness Ave, 3rd Floor",96.0,Moderate Risk,94.33333333333333,94.0,96.0
24,OMNI S.F. Hotel - 2nd Floor Pantry,"500 California St, 2nd  Floor",98.0,Low Risk,98.0,98.0,98.0
31,Norman's Ice Cream and Freezes,2801 Leavenworth St,96.0,Low Risk,96.0,96.0,96.0
45,CHARLIE'S DELI CAFE,3202 FOLSOM St,88.0,Low Risk,86.3157894736842,84.0,88.0
48,ART'S CAFE,747 IRVING St,94.0,Low Risk,90.5,87.0,94.0
54,RHODA GOLDMAN PLAZA,2180 POST St,87.0,High Risk,89.8,87.0,94.0
56,CAFE X + O,1799 Church St,92.0,Low Risk,91.75,90.0,98.0
58,Oasis Grill,91 Drumm St,70.0,Low Risk,72.45454545454545,70.0,74.0
61,Chowders,Pier 39  Space A3,98.0,Low Risk,94.5,94.0,98.0
66,STARBUCKS,1800 IRVING St,96.0,Low Risk,97.66666666666667,96.0,100.0
76,OMNI S.F. Hotel - 3rd Floor Pantry,"500 California St, 3rd Floor",100.0,Low Risk,99.0,98.0,100.0
77,OMNI S.F. Hotel - Employee Cafeteria,"500 California St, Basement",94.0,Low Risk,95.0,94.0,96.0
80,Bon Appetit @ USF-LAW SCHOOL CAFE,2199 Fulton St,100.0,Low Risk,97.5,96.0,100.0
88,J.B.'S PLACE,1435 17th St,92.0,Low Risk,85.6,82.0,92.0
95,Vega,419 CORTLAND Ave,92.0,Low Risk,88.11764705882354,83.0,92.0
98,XOX Truffles,754 Columbus Ave,94.0,Moderate Risk,94.0,94.0,94.0
99,J & M A-1 CAFE RESTAURANT LLC,779 Clay St,84.0,Low Risk,83.0,82.0,84.0
101,Cable Car Corner,1099 Powell St,90.0,Moderate Risk,92.0,90.0,98.0
102,Akiko's Sushi Bar,542A Mason St,86.0,Moderate Risk,86.8,85.0,92.0
108,Rue Lepic,900 Pine St,100.0,,100.0,100.0,100.0
116,The Waterfront Restaurant,Pier 7 Embarcadero,89.0,Low Risk,81.9,76.0,96.0
121,Akikos Sushi,431 Bush St,90.0,Moderate Risk,90.0,90.0,90.0
125,Centerfolds,391 Broadway St,90.0,Low Risk,90.85714285714286,90.0,92.0
134,Mint,400 McAllister St,93.0,High Risk,87.0,85.0,93.0
140,Cafe Madeleine,300 California St,86.0,Moderate Risk,81.85714285714286,77.0,86.0
141,AFC SUSHI @ MOLLIE STONE'S 2,2435 CALIFORNIA St,100.0,,100.0,100.0,100.0
146,DEJA VU PIZZA & PASTA,3227 16th St,84.0,Low Risk,84.16666666666667,81.0,90.0
151,BUS STOP PIZZA #1,256 Divisadero St,92.0,Moderate Risk,84.14285714285714,81.0,92.0
155,CAFE COLE,609 Cole St,79.0,Moderate Risk,83.88888888888889,79.0,90.0
164,Ladle & Leaf,"50 Post St, 3rd Floor",87.0,High Risk,87.0,87.0,87.0
184,RADIO HABANA,1109 VALENCIA St,90.0,Moderate Risk,92.8,90.0,98.0
187,TAZA WRAPS & JUICE,"750 FONT, BLDG B Blvd",92.0,Moderate Risk,93.0,89.0,100.0
190,COURTYARD BY MARRIOTT-STAFF KITCHEN,299 02nd St,100.0,,100.0,100.0,100.0
192,ARLEQUIN,384 B Hayes St,86.0,High Risk,88.4,86.0,90.0
194,BAYSIDE COFFEE SHOP,2011 BAYSHORE Blvd,84.0,Low Risk,84.8,84.0,86.0
198,SUBWAY,3801 03rd St 310,94.0,Low Risk,94.0,94.0,94.0
200,JIM'S SMOKE SHOP,600 20th St,88.0,Low Risk,88.0,88.0,88.0
208,CONSTANS GROCERY,4124 03rd St,90.0,Moderate Risk,90.0,90.0,90.0
216,SORABOL,101 Spear St A12,94.0,Low Risk,94.0,94.0,94.0
217,PROGRESSIVE GROUNDS,400 CORTLAND Ave,92.0,Low Risk,91.92857142857143,90.0,94.0
226,Grumpy's American Pub,125 Vallejo St,84.0,Low Risk,84.61538461538461,82.0,88.0
231,Caffe Puccini,411 Columbus Ave,90.0,Low Risk,90.0,90.0,90.0
236,Gelato Classico Italian Ice,576 Union St,93.0,High Risk,95.0,93.0,96.0
239,Just Wonton,1241 Vicente St,88.0,Moderate Risk,86.66666666666667,84.0,88.0
240,MIKI RESTAURANT,3639 BALBOA St,77.0,Moderate Risk,79.5,77.0,82.0
247,Toy Boat Dessert Cafe,401 Clement St,90.0,Low Risk,86.3076923076923,83.0,90.0
251,THE BEANERY INC.,602 Irving St,96.0,Moderate Risk,97.0,96.0,98.0
253,Ann's Donut Coffee Shop,4488 Mission St,92.0,Low Risk,93.5,92.0,96.0
256,Marche Club of S.F.,4346 Mission St,90.0,Low Risk,92.0,90.0,96.0
268,LOS HERMANOS,2026 CHESTNUT St,91.0,High Risk,94.0,91.0,100.0
272,ON THE BRIDGE,1581 Webster St #206,72.0,High Risk,76.23529411764706,72.0,79.0
273,HAI SUN RESTAURANT,3137 LAGUNA St,84.0,Moderate Risk,79.37037037037037,75.0,84.0
275,Ben & Jerry's,170 O'Farrell St Basement,94.0,Low Risk,95.6,94.0,98.0
276,CORSAGNA,1668 UNION St,100.0,,100.0,100.0,100.0
279,Inga Donuts,1026 Hyde St,90.0,Moderate Risk,92.44444444444444,90.0,98.0
281,PARMA RESTAURANT,3314 STEINER St,96.0,Moderate Risk,97.0,96.0,98.0
283,HAI KY MI GIA,707 ELLIS St,81.0,Low Risk,84.375,81.0,90.0
286,PUNJAB KABAB HOUSE,101 EDDY St,83.0,Low Risk,80.06451612903226,72.0,84.0
290,BISTRO AIX,3340 STEINER St,98.0,Low Risk,92.0,89.0,98.0
298,Bamboo Restaurant,1441 Polk St,87.0,Low Risk,88.35714285714286,87.0,92.0
299,YUKOL PLACE THAI CUISINE,2380 LOMBARD St,96.0,Moderate Risk,96.0,96.0,96.0
300,SUBWAY,2001 VAN NESS Ave,86.0,Moderate Risk,75.5,68.0,86.0
302,MOULIN ROUGE,887 GEARY St,94.0,Low Risk,88.93333333333334,81.0,96.0
305,PACIFIC CATCH,2027 CHESTNUT St,88.0,Low Risk,87.57142857142857,87.0,88.0
315,The Posh Bagel,495A CASTRO St,87.0,High Risk,86.77777777777777,84.0,92.0
318,FIRST CUP,2911 VAN NESS Ave,96.0,Low Risk,97.0,96.0,98.0
320,NAPOLI PIZZA RESTAURANT,1045 POLK St,68.0,Moderate Risk,77.12,68.0,88.0
323,WAYO,1407 VAN NESS Ave,98.0,Low Risk,95.33333333333333,94.0,98.0
326,TEN ICHI RESTAURANT,2235 FILLMORE St,78.0,Moderate Risk,80.4,78.0,82.0
328,Miyako,1470 Fillmore St,82.0,High Risk,81.375,81.0,82.0
337,GORDO TAQUERIA #2,1239 09th Ave,90.0,Low Risk,89.75,89.0,90.0
379,GIANT SCOOP,2708 SAN BRUNO Ave,77.0,Moderate Risk,75.94117647058823,74.0,77.0
384,RINCONSITO SALVADORENO,3829 MISSION St,76.0,High Risk,79.33333333333333,76.0,96.0
386,ADELITA'S CAKES,3780 MISSION St,82.0,Moderate Risk,77.45454545454545,68.0,84.0
389,CAFE ELENA,1 MARKET St,96.0,Moderate Risk,98.0,96.0,100.0
393,SUPER STAR RESTAURANT,4919 MISSION St B,76.0,Low Risk,80.58823529411765,76.0,84.0
397,View Lounge,55 04th St,94.0,Moderate Risk,94.0,94.0,94.0
400,COW HOLLOW CATERING,3301 LYON St,90.0,Moderate Risk,92.5,90.0,100.0
403,HAAGEN-DAZS #561,865 MARKET St,94.0,Low Risk,85.5,81.0,94.0
409,EL FARO,82 01st St,83.0,High Risk,71.66666666666667,66.0,83.0
413,HOUSE OF HUNAN,2 Townsend St,74.0,Low Risk,75.6,74.0,78.0
415,Cafe Madeleine,43 O'Farrell St,92.0,Moderate Risk,91.5,91.0,92.0
420,Buster's,366 Columbus Ave,74.0,Low Risk,76.13333333333334,74.0,78.0
422,Michelangelo Caffe,579 Columbus Ave,96.0,Moderate Risk,94.66666666666667,94.0,96.0
423,Orale Orale Inc,113 Sacramento St,78.0,Moderate Risk,81.11111111111111,78.0,85.0
424,CHATZ,301 ARKANSAS St,90.0,Low Risk,87.42857142857143,86.0,90.0
428,Caffe Ambrosia,14 Trinity Pl,98.0,Low Risk,97.0,96.0,98.0
429,Calzone's,430 Columbus Ave,87.0,Low Risk,87.0,87.0,87.0
431,Bohemian Cigar Store,566 Columbus Ave,86.0,Moderate Risk,87.5,86.0,92.0
435,Vieni-Vieni,1431 Stockton St,88.0,Moderate Risk,89.6,88.0,92.0
436,North Beach Restaurant,1512 Stockton St,87.0,Moderate Risk,83.36363636363636,79.0,87.0
438,Hawaii West,729 Vallejo St,84.0,Moderate Risk,79.91666666666667,77.0,84.0
442,My Canh Restaurant,626 Broadway St,83.0,High Risk,83.0,83.0,83.0
443,The Stinking Rose,325 Columbus Ave,94.0,Moderate Risk,94.0,94.0,94.0
448,Yuet Lee Restaurant,1300 Stockton St,88.0,Moderate Risk,88.0,88.0,88.0
462,Garden of Eden,529 Broadway St,98.0,Low Risk,95.33333333333333,94.0,98.0
463,Sam's Pizza,618 Broadway St,88.0,Moderate Risk,88.0,88.0,88.0
470,Franchino,347 Columbus Ave,87.0,High Risk,89.85714285714286,87.0,92.0
473,Caffe Greco,423 Columbus Ave,90.0,Moderate Risk,91.71428571428571,90.0,94.0
475,Mara's,503 Columbus Ave,90.0,Low Risk,90.0,90.0,90.0
477,Il Pollaio,555 Columbus Ave,92.0,Low Risk,89.71428571428571,88.0,92.0
479,Ristorante Ideale,1309 Grant Ave,92.0,Low Risk,89.5,87.0,92.0
480,Mo's Grill,1322 Grant Ave,80.0,High Risk,82.0,80.0,86.0
483,Maykadeh Restaurant,470 Green St,96.0,Low Risk,96.0,96.0,96.0
484,Columbus Cafe,562 Green St,98.0,Low Risk,93.33333333333333,91.0,98.0
485,"Silverhat Bar, Inc",678 Green St,96.0,Low Risk,96.0,96.0,96.0
486,Tommaso,1042 Kearny St,100.0,High Risk,96.5,93.0,100.0
488,The House,1230 Grant Ave,92.0,Moderate Risk,90.2,89.0,92.0
489,Dol-Ho Restaurant,808 Pacific Ave,75.0,Moderate Risk,78.66666666666667,75.0,81.0
494,San Francisco Athletic Club,1630 Stockton St,94.0,Low Risk,79.0,74.0,94.0
496,Caffe Trieste,601 Vallejo St,92.0,Moderate Risk,91.5,91.0,92.0
500,Roxanne Cafe,570 Powell St,92.0,Low Risk,90.8,89.0,92.0
502,COURTYARD BY MARRIOTT-COFFEE SHOP,299 02nd St,94.0,Moderate Risk,95.33333333333333,94.0,98.0
505,Quickly,5301 MISSION St,90.0,Low Risk,90.0,90.0,90.0
507,Viking's Giant Sub,2906 Diamond St,86.0,Low Risk,86.66666666666667,80.0,92.0
509,Cafe Bakery,1365 Noriega St,88.0,Low Risk,88.16666666666667,87.0,90.0
510,Donut Time,2401 Noriega St,88.0,Moderate Risk,87.1875,86.0,88.0
519,SHERATON PALACE - EMP.  CAFETERIA,2 NEW MONTGOMERY St,85.0,Low Risk,87.0,85.0,91.0
520,Daily Health,1235 09th Ave,92.0,Low Risk,94.8,92.0,100.0
522,Boudin Sourdough Bakery,3251 20th Ave,92.0,Low Risk,90.66666666666667,88.0,94.0
529,Nizario's Pizza,3840 Geary Blvd,87.0,Low Risk,88.9090909090909,87.0,90.0
538,Marnee Thai Restaurant,2225 Irving St,88.0,Low Risk,86.75,85.0,88.0
539,EL SALVADOR RESTAURANT,2278 MISSION St,90.0,Low Risk,91.5,90.0,96.0
542,Hamburger Haven,800 Clement St,80.0,High Risk,84.66666666666667,80.0,88.0
544,THAI TIME RESTAURANT,315 08th Ave,74.0,Low Risk,74.11764705882354,72.0,78.0
547,LITTLE HENRY'S,3600 BALBOA St,90.0,Moderate Risk,92.85714285714286,90.0,98.0
551,Gordo Taqueria #1,2252 Clement St,76.0,Moderate Risk,82.66666666666667,76.0,90.0
552,Loi's Vietnamese Restaurant,2228 Irving St,89.0,High Risk,84.3529411764706,81.0,89.0
557,KATIA'S,600 05th Ave,83.0,Moderate Risk,81.21428571428571,76.0,85.0
562,DESTINO RESTAURANT,1815 MARKET St,98.0,Low Risk,98.0,98.0,98.0
580,TACO LOS ALTOS,737 CORTLAND Ave,96.0,Low Risk,93.375,91.0,96.0
587,NEW TSING TAO RESTAURANT,811 ULLOA St,88.0,Moderate Risk,78.83333333333333,70.0,96.0
588,BURRITO EXPRESS,1601 TARAVAL St,88.0,Low Risk,86.27272727272727,83.0,91.0
589,WON TON HOUSE,1325 NORIEGA St,82.0,Low Risk,82.33333333333333,80.0,85.0
591,YOU SEE SUSHI,94 JUDAH St,89.0,Low Risk,89.57142857142857,89.0,90.0
606,TSING TAO RESTAURANT,3107 CLEMENT St,78.0,Moderate Risk,80.86363636363636,78.0,86.0
615,J & A RESTAURANT,5712 MISSION St,86.0,Moderate Risk,88.7,86.0,92.0
619,A-1 BAKERY,1727 OCEAN Ave,86.0,Moderate Risk,87.36842105263158,86.0,90.0
625,CALIFORNIA TENNIS CLUB,1770 Scott St,90.0,Moderate Risk,87.8,86.0,90.0
628,EL BURRITO EXPRESS #2,1812 DIVISADERO St,74.0,Low Risk,78.78260869565217,74.0,90.0
631,SUBWAY SANDWICHES & SALADS,1500 FILLMORE St,87.0,Low Risk,88.375,87.0,98.0
639,Swan Oyster Depot,1517 Polk St,92.0,Moderate Risk,93.42857142857143,92.0,94.0
642,ANDERSEN BAKERY,1737 Post St 304,96.0,Low Risk,92.85714285714286,90.0,96.0
645,TAN-TAN,1825 POST St #223,93.0,High Risk,93.66666666666667,93.0,94.0
665,BRAZEN HEAD RESTAURANT,3166 Buchanan St,89.0,High Risk,85.72727272727273,83.0,89.0
670,VIKINGS GIANT SUBMARINE SANDWICHES,1418 LOMBARD St,85.0,Moderate Risk,82.31818181818181,75.0,86.0
691,MARINA SUBMARINE,2299 UNION St,80.0,High Risk,86.6,80.0,92.0
703,THEM KY RESTAURANT,717 ELLIS St,73.0,Low Risk,69.26666666666667,66.0,73.0
709,MONG THU COFFEE SHOP,248 HYDE St,87.0,Moderate Risk,87.0,87.0,87.0
726,BEN WAH RESTAURANT,2786 CALIFORNIA St,74.0,Low Risk,75.14285714285714,72.0,80.0
741,MOZZARELLA DI BUFALA PIZZERIA II,069 WEST PORTAL Ave,87.0,Low Risk,86.77777777777777,83.0,94.0
744,Cafe Bellini,865 MARKET St C45,96.0,Low Risk,94.0,90.0,98.0
754,Educated Palate,88 4th St.,98.0,Low Risk,98.0,98.0,98.0
758,BAKERY/ICE CREAM/STOREROOM,2 New Montgomery St,94.0,Moderate Risk,94.0,94.0,94.0
768,MOSHI MOSHI,2092 03rd St,92.0,Moderate Risk,92.0,92.0,92.0
773,MARIPOSA HUNTERS POINT YACHT CLUB,405 TERRY FRANCOIS Blvd,98.0,Low Risk,96.66666666666667,96.0,98.0
774,BAY VIEW BOAT CLUB,429 Terry Francois St,96.0,Low Risk,91.71428571428571,90.0,96.0
782,MONTE CRISTO SOCIAL CLUB,136 MISSOURI St,96.0,Moderate Risk,93.33333333333333,92.0,96.0
786,Piperade,1015 Battery St,86.0,High Risk,85.5,80.0,96.0
792,Boudin Bakery,Pier 39  Front,85.0,High Risk,91.3076923076923,85.0,96.0
795,Ben & Jerry's,Pier 41,96.0,Low Risk,96.28571428571429,96.0,98.0
798,Sushi Rapture,1400 Leavenworth St,83.0,Low Risk,89.15384615384616,83.0,96.0
799,Courtyard by Marriott at Fisherman's Wharf,580 Beach St,98.0,Low Risk,94.8,92.0,100.0
811,EDEN PLAZA CAFE,600 HARRISON St,94.0,Moderate Risk,94.0,94.0,94.0
816,B & J QUARTER POUNDER BURGERS,6202 03rd St,85.0,Moderate Risk,86.5,85.0,88.0
824,BABY'S EATERY AND PALABOK,4609 MISSION St,71.0,High Risk,75.85,71.0,80.0
826,ANGELINA'S DELI-CAFE & CATERING,6000 CALIFORNIA St,90.0,Low Risk,89.42857142857143,83.0,94.0
827,TAQUERIA EL FAROLITO NO. 2,4817 MISSION St,84.0,High Risk,84.33333333333333,84.0,85.0
830,LOS PLANES DE RENDEROS,12 Persia Ave,85.0,Moderate Risk,84.07692307692308,82.0,85.0
835,Kam Po Kitchen,801 Broadway St,86.0,Moderate Risk,85.0,81.0,88.0
840,Molinari Delicatessen,373 Columbus Ave,87.0,Low Risk,87.0,87.0,87.0
845,Cafe Jacqueline,1454 Grant Ave,98.0,Low Risk,95.33333333333333,94.0,98.0
847,Golden Boy Pizza,542 Green St,92.0,Low Risk,89.5,87.0,92.0
852,New Hollywood Bakery & Restaurant,652 Pacific Ave,83.0,Low Risk,83.0,83.0,83.0
854,Firenze By Night,1421 Stockton St,79.0,Moderate Risk,82.8,79.0,92.0
856,DELFINA RESTAURANT,3621 18th St,92.0,Moderate Risk,93.6,92.0,96.0
874,Pancho's Salsa Bar & Grill,1639 Polk St,85.0,Low Risk,89.58333333333333,85.0,96.0
876,"PATPONG THAI CUISINE, INC.",2415 CLEMENT St,83.0,Low Risk,80.94736842105263,74.0,86.0
884,House of Nanking,919 Kearny St,92.0,Moderate Risk,87.58333333333333,83.0,92.0
886,Le Petit Cafe,1 Maritime Plaza,96.0,Low Risk,96.0,96.0,96.0
891,Lucky Creation Vegetarian Restaurant LLC,854 Washington St,76.0,High Risk,84.26666666666667,76.0,96.0
892,Happy Donuts,100 Bush St #101,87.0,Moderate Risk,82.35714285714286,77.0,87.0
902,MARCELLO'S PIZZA,420 CASTRO St,94.0,Low Risk,95.5,94.0,100.0
903,Sabra Restaurant,419 Grant Ave,90.0,Moderate Risk,90.22222222222223,90.0,91.0
905,Working Girls' Cafe',0259 Kearny St,96.0,Low Risk,96.0,96.0,96.0
911,Cafe Dolci,740 Market St,96.0,Moderate Risk,95.0,94.0,96.0
917,Town & Country Club,218 Stockton St,100.0,Moderate Risk,95.0,92.0,100.0
919,"Ritz-Carlton, SF -  P-37 Restaurant and Bar",600 Stockton St 4th Floor,96.0,Moderate Risk,94.0,92.0,96.0
920,Ritz-Carlton SF - Club Lounge,600 Stockton St 8th Floor,100.0,Moderate Risk,96.0,92.0,100.0
929,Cafe Ethiopia,878 Valencia St,98.0,Low Risk,92.0,89.0,98.0
935,PEKING WOK RESTAURANT,4920 03rd St,88.0,Moderate Risk,90.33333333333333,83.0,100.0
941,TWO JACKS SEAFOOD #2,984 GILMAN Ave,90.0,Moderate Risk,90.66666666666667,90.0,92.0
943,EL CASTILLITO TAQUERIA INC.,136 CHURCH St,76.0,Low Risk,79.3,76.0,87.0
949,BUFFALO BURGERS RESTAURANT,5317-19 Geary Blvd,94.0,Moderate Risk,90.33333333333333,87.0,94.0
950,IRVING PIZZA,1825 IRVING St,96.0,Moderate Risk,90.42857142857143,85.0,98.0
951,KENTUCKY FRIED CHICKEN #50,1900 Irving St,88.0,Moderate Risk,88.0,88.0,88.0
952,SHANGRILA VEGETARIAN REST,2026 IRVING St,88.0,Moderate Risk,88.27272727272727,88.0,89.0
961,JAVA BEACH CAFE,1396 LA PLAYA St,96.0,Low Risk,95.14285714285714,94.0,96.0
972,"MING TAI WUN TUN NOODLE, INC.",2455 NORIEGA St,90.0,Moderate Risk,84.9090909090909,83.0,90.0
984,VANIDA THAI KITCHEN,3050 TARAVAL St,87.0,Moderate Risk,83.66666666666667,82.0,87.0
985,The Sunset's Best Seafood Restaurant,3060 TARAVAL St,67.0,Moderate Risk,72.48,67.0,79.0
994,RAILROAD EXPRESSO CAFE,705 \ Blvd,92.0,Moderate Risk,90.66666666666667,88.0,96.0
999,SERRANO'S PIZZA II,3274 21st St,77.0,High Risk,79.27777777777777,77.0,81.0
1000,HEUNG YUEN RESTAURANT,3279 22nd St,81.0,Low Risk,76.88888888888889,74.0,81.0
1002,BIG MOUTH BURGERS,3392 24th St,85.0,High Risk,87.5,85.0,90.0
1003,RINCON PERUANO RESTAURANT,3364 26th St,86.0,Low Risk,88.70588235294117,86.0,92.0
1005,CHAVITA'S MEXICAN RESTAURANT,3006 MISSION St,78.0,Low Risk,82.32,78.0,86.0
1008,VALENCIA PIZZA & PASTA,801 VALENCIA St,88.0,Low Risk,88.0,85.0,94.0
1018,PETES BARBEQUE,2399 MISSION St,87.0,Low Risk,88.8,87.0,96.0
1021,LA SANTANECA DE LA MISSION,2815 MISSION St,90.0,Low Risk,91.14285714285714,90.0,96.0
1026,PHUKET THAI RESTAURANT,248 DIVISADERO St,87.0,Moderate Risk,87.0,87.0,87.0
1031,IL BORGO,500 FELL St,85.0,High Risk,81.875,80.0,85.0
1036,ALAMO SQUARE,803 FILLMORE St,90.0,Low Risk,86.875,85.0,90.0
1042,LOVE 'N HAIGHT COFFEE & DELI,553 HAIGHT St,92.0,Moderate Risk,93.2,92.0,98.0
1043,CENTRAL COFFEE TEA & SPICE,1696 HAYES St,87.0,High Risk,84.71428571428571,83.0,87.0
1047,PORK STORE CAFE,1451 HAIGHT St,83.0,Low Risk,83.42857142857143,83.0,84.0
1065,UNIVERSAL CAFE,2814 19th St,86.0,Low Risk,83.22222222222223,81.0,86.0
1075,"SANDWICH PLACE, THE",2029 MISSION St,89.0,High Risk,88.0,87.0,89.0
1081,ARINELL PIZZA,509 VALENCIA St,88.0,Moderate Risk,91.33333333333333,88.0,96.0
1085,STARBUCKS COFFEE #9219,333 MARKET St,100.0,Low Risk,94.4,92.0,100.0
1090,Tricolore Caffe' and Pizzeria,590 Washington St,74.0,Low Risk,79.55555555555556,74.0,100.0
1103,STARBUCKS COFFEE,4094 18th St,96.0,Low Risk,96.4,96.0,98.0
1111,SUBWAY 16604,753 POLK St,90.0,Low Risk,88.2,87.0,90.0
1122,STARBUCKS COFFEE #531,2132 CHESTNUT St,94.0,Low Risk,90.8,86.0,94.0
1124,SQUAT & GOBBLE CAFE #3,3600 16th St,80.0,Low Risk,83.375,80.0,89.0
1125,"Peet's Coffee & Tea, Inc",022 Battery St,96.0,Low Risk,94.28571428571429,92.0,96.0
1127,Starbucks Coffee,555 California St,96.0,Low Risk,94.8,94.0,96.0
1135,Tony's Cable Car Restaurant,2500 GEARY Blvd,96.0,Moderate Risk,96.0,96.0,96.0
1139,MINI CAFE,28 VAN NESS,69.0,Low Risk,73.58333333333333,69.0,80.0
1144,Star Bagels,1475 Polk St,88.0,Moderate Risk,86.0,79.0,92.0
1146,Aux Delices Vietnam,2327 Polk St,74.0,Moderate Risk,75.28571428571429,74.0,77.0
1147,UA Twin Stonestown,501 Buckingham Way,98.0,Low Risk,96.4,94.0,98.0
1154,SUNFLOWER RESTAURANT,506 Valencia St,81.0,High Risk,78.08333333333333,76.0,81.0
1156,Boudin Petit Cafe,"170 O'Farrell St, 1st Floor",96.0,Moderate Risk,93.33333333333333,92.0,96.0
1159,Zona Rosa,1797 Haight St,86.0,Low Risk,80.375,76.0,86.0
1188,OKINA SUSHI,776 Arguello Blvd,100.0,,100.0,100.0,100.0
1191,TEKKA JAPANESE RESTAURANT,0537 BALBOA St,86.0,High Risk,89.6,86.0,92.0
1193,PEET'S COFFEES & TEAS,3419 CALIFORNIA St,96.0,Low Risk,96.0,96.0,96.0
1194,SWEET THINGS,3585 CALIFORNIA St,100.0,Moderate Risk,98.66666666666667,96.0,100.0
1199,PANCHO'S,3440 GEARY Blvd,81.0,Moderate Risk,85.9090909090909,81.0,90.0
1203,TAWAN'S THAI FOOD,4403 GEARY Blvd,77.0,Moderate Risk,78.75,77.0,98.0
1204,ROYAL GROUND COFFEE,5301 GEARY Blvd,89.0,High Risk,93.0,89.0,96.0
1219,PAZZO,2 HENRY ADAMS St,91.0,Low Risk,91.0,91.0,91.0
1231,Yamo Restaurant,3406 18th St,74.0,High Risk,78.76190476190476,74.0,88.0
1232,Sunflower Cafe,284 O'Farrell St,80.0,Moderate Risk,85.73333333333333,80.0,98.0
1241,Banwich,1105 TARAVAL St,90.0,Moderate Risk,90.66666666666667,90.0,92.0
1243,JAVA SUPREME,0703 GUERRERO St,87.0,Low Risk,91.375,87.0,94.0
1249,KABABAYAN FAST FOOD,2706 MISSION St,78.0,Moderate Risk,76.58823529411765,74.0,78.0
1261,REVERIE COFFEE CAFE,848 COLE St,88.0,Low Risk,88.0,88.0,88.0
1262,NORTH BEACH PIZZA,800 STANYAN St,90.0,Low Risk,90.0,90.0,90.0
1263,LAVA JAVA,852 STANYAN St,94.0,Low Risk,94.0,94.0,94.0
1265,STARBUCKS COFFEE CO.,744 IRVING St,100.0,,100.0,100.0,100.0
1269,STARBUCKS,201 SPEAR St,98.0,Low Risk,94.8,92.0,100.0
1274,MORNING DUE,3698 17th St,83.0,Moderate Risk,86.0,83.0,90.0
1280,AMASIA HIDE'S SUSHI BAR,149 NOE St,93.0,High Risk,92.25,92.0,93.0
1289,ORPHAN ANDY'S,3991 A 17th St,90.0,Moderate Risk,88.66666666666667,85.0,94.0
1294,ANCHOR OYSTER BAR INC.,579 Castro St,96.0,Moderate Risk,94.5,93.0,96.0
1296,TAQUERIA EL BUEN SABOR,699 VALENCIA St,82.0,High Risk,83.05882352941177,81.0,88.0
1300,WE BE SUSHI,1071 VALENCIA St,65.0,High Risk,72.94117647058823,65.0,92.0
1304,RAIN TREE CAFE,654 IRVING St,85.0,Low Risk,81.18181818181819,79.0,85.0
1318,GORDO TAQUERIA #6,5450 GEARY Blvd,86.0,High Risk,83.16666666666667,80.0,91.0
1322,"LA MEDITERRANEE I, INC.",2210 FILLMORE St,94.0,Moderate Risk,92.5,89.0,96.0
1323,THE BLACK HORSE LONDON DELI,1514 UNION St,94.0,Low Risk,94.0,94.0,94.0
1332,CHLOE'S,1399 CHURCH St,87.0,High Risk,87.36363636363636,86.0,92.0
1337,Sabor De San Miguel,3263 MISSION St,81.0,Low Risk,86.42857142857143,81.0,90.0
1339,HIGHER GROUNDS,691 CHENERY St,80.0,Moderate Risk,85.94444444444444,80.0,90.0
1341,SPIKE'S COFFEES & TEAS,4117 19th St,100.0,,100.0,100.0,100.0
1344,The Beanery Inc,1307 09th Ave,96.0,Moderate Risk,98.0,96.0,100.0
1345,Cordon Bleu,1574 California St,80.0,Moderate Risk,80.0,79.0,81.0
1347,CREPES ON COLE,100 CARL St,92.0,Low Risk,92.0,92.0,92.0
1350,KING OF THAI NOODLE HOUSE,639 CLEMENT St,80.0,Low Risk,79.95454545454545,77.0,83.0
1351,EXIT THEATRE,156 EDDY St,100.0,Moderate Risk,98.0,96.0,100.0
1352,LA TORTILLA,495 Castro St B,74.0,Low Risk,82.21052631578948,74.0,86.0
1354,SUSHI TIME,2275 MARKET St,86.0,Moderate Risk,89.0909090909091,86.0,92.0
1359,STARBUCKS COFFEE CO.,1750 DIVISADERO St,100.0,Moderate Risk,98.0,96.0,100.0
1362,RESTAURANTE FAMILIAR,4499 MISSION St,81.0,Moderate Risk,83.45454545454545,81.0,87.0
1366,CAFE LA TAZA,2475A MISSION,74.0,High Risk,79.95,74.0,90.0
1368,Starbucks Coffee,701 Battery St,98.0,Low Risk,94.5,91.0,98.0
1381,PEBBLE'S CAFE,2852 Diamond St,92.0,Moderate Risk,82.42857142857143,73.0,96.0
1389,GASPARE'S PIZZA HOUSE AND RESTAURANT,5546 GEARY Blvd,87.0,Low Risk,81.9090909090909,78.0,87.0
1398,YUMMA'S MED GRILL,721 IRVING St,88.0,Moderate Risk,88.0,88.0,88.0
1399,La Copa Loca,3150 22nd St,93.0,High Risk,96.25,93.0,98.0
1413,STARBUCKS,5455 GEARY Blvd,100.0,,100.0,100.0,100.0
1426,SWEET DELIGHT BAKERY,4476A MISSION,71.0,Moderate Risk,68.82758620689656,67.0,71.0
1434,HOLEY BAGEL BAKERY,3872 24th St,92.0,Moderate Risk,93.14285714285714,92.0,96.0
1442,Waterfront Bakery,2801 Leavenworth St,94.0,Low Risk,94.0,94.0,94.0
