business_id,business_name,business_address,recent_score,recent_risk,average_score,minimum_score,maximum_score
65066,Lers Ros Thai Noodle,307 Hayes St,71.0,Low Risk,73.5,71.0,82.0
65086,Bun Mee,2015 FILLMORE St,86.0,Moderate Risk,86.66666666666667,86.0,88.0
65093,The Hue De Laroque Farm,3251 20th Ave,100.0,,100.0,100.0,100.0
65111,Cafe Fiore,3599 24th St,86.0,Low Risk,86.57142857142857,84.0,92.0
65137,Martita Restaurant,5276 Mission St,81.0,Moderate Risk,82.61538461538461,81.0,88.0
65139,Wo Chong,863 Washington St,86.0,Low Risk,77.38461538461539,72.0,86.0
65181,Mollie Stone's Castro Market,4201 18th St,86.0,Moderate Risk,90.2,86.0,96.0
65238,La Quinta Restaurant,2425 MISSION St,86.0,Low Risk,87.9090909090909,86.0,92.0
65241,Piccino,1001 Minnesota St,88.0,Low Risk,88.0,88.0,88.0
65245,Let's Eat,5130 03rd St,94.0,Moderate Risk,91.55555555555556,90.0,94.0
65260,Zpizza,833 Mission St Suite C & D1,94.0,Moderate Risk,93.14285714285714,92.0,94.0
65265,Bay Subway,500 Parnassus Ave,96.0,Moderate Risk,96.0,96.0,96.0
65267,Calif Pacific Medical Ctr -  Kitchen,3700 CALIFORNIA St,94.0,Low Risk,92.66666666666667,92.0,94.0
65270,California Pacific Medical Center - Cafe,2333 Buchanan St 1st Floor,93.0,High Risk,95.5,93.0,100.0
65271,California Pacific Medical Ctr - Hospital Kitchen,2333 Buchanan St Level A,96.0,Low Risk,93.0,89.0,96.0
65277,Peasant Pies,550 C Gene Friend Way,100.0,,100.0,100.0,100.0
65283,Subway,147 Mason St,94.0,Low Risk,91.76923076923077,89.0,94.0
65348,Wok And Go,2700 24th St,70.0,Moderate Risk,78.33333333333333,70.0,86.0
65350,Cordova Market,301 ROLPH St,88.0,Moderate Risk,86.66666666666667,84.0,88.0
65358,Palio Cafe,500 Parnassus Ave,93.0,High Risk,96.33333333333333,93.0,100.0
65363,Cafe Terzetto,550 D Gene Friend Way,98.0,Low Risk,99.0,98.0,100.0
65369,Sidekick,1 Ferry Building  #19,100.0,High Risk,97.66666666666667,93.0,100.0
65377,Baysubway 04,550 Gene Friends Way,88.0,Moderate Risk,91.0,88.0,100.0
65382,Manna,845 Irving St,87.0,Low Risk,83.57142857142857,81.0,87.0
65383,Cafe 24,600 16th St,88.0,Moderate Risk,88.0,88.0,88.0
65384,Publico,550 A Gene Friend Way,92.0,Moderate Risk,94.0,92.0,96.0
65391,Cafe Bellini,500 Parnassus St,92.0,Moderate Risk,90.5,89.0,92.0
65392,Cantata Coffee Shop,1708 Haight St,94.0,Low Risk,95.5,94.0,100.0
65396,Carmelina's Cafe,1855 Folsom St,92.0,Moderate Risk,89.0,87.0,92.0
65412,Jackson Fillmore Trattoria,2506 FILLMORE St,90.0,Moderate Risk,88.85714285714286,88.0,90.0
65415,Nob Hill Liquors,1000 Hyde St,94.0,Moderate Risk,92.0,90.0,94.0
65425,Panda Express,500 Parnassus Ave J Level,100.0,,100.0,100.0,100.0
65427,Locanda,557 VALENCIA St,92.0,Moderate Risk,92.0,92.0,92.0
65442,Bluestem Brasserie,1 Yerba Buena Ln,80.0,High Risk,75.2,72.0,80.0
65487,"Aslam's Rasoi, Inc.",1037 VALENCIA St,90.0,Moderate Risk,89.14285714285714,87.0,93.0
65529,DNA Pizza,371 11th St,90.0,Moderate Risk,88.0,86.0,90.0
65531,Yellow Submarine,503 IRVING St,92.0,Low Risk,93.0,92.0,96.0
65549,La Ciccia,291 30th St,96.0,Low Risk,93.5,92.0,96.0
65554,Kobe Bento,901 Kearny St,94.0,Low Risk,91.0,87.0,94.0
65561,"House of Dim Sum, Inc.",735 Jackson St,86.0,Moderate Risk,76.61111111111111,68.0,86.0
65580,Subway #25578,99 Drumm St,83.0,Moderate Risk,84.5,83.0,86.0
65582,Pacific Street Fish Market,1199 Stockton St #E,88.0,Moderate Risk,88.0,88.0,88.0
65602,Escape From New York Pizza,715 HARRISON St,100.0,Low Risk,99.0,98.0,100.0
65622,Gott's Roadside Tray Gourmet,1 Ferry Building #6,92.0,Low Risk,92.0,92.0,92.0
65624,Tacko Shop,3115 Fillmore St,92.0,Low Risk,92.0,92.0,92.0
65635,Focaccia Market Bakery,455 Market St 150,71.0,High Risk,75.5,71.0,100.0
65649,Krua Thai Kitchen,3214 16th St,88.0,Moderate Risk,89.42857142857143,88.0,90.0
65672,Golden Veggie Market,1475 Polk St,96.0,Moderate Risk,92.0,88.0,98.0
65674,Subway Sandwiches #25379,30 02nd St,75.0,Moderate Risk,77.25,75.0,90.0
65676,THE COFFEESMITH,401 Golden Gate Ave,88.0,Moderate Risk,90.75,88.0,98.0
65677,Eleven O One,1101 Polk St,92.0,Moderate Risk,90.0909090909091,87.0,92.0
65679,Red House Bakery,2818 San Bruno Ave,81.0,Low Risk,79.75,76.0,82.0
65688,Coastside Farms and Specialties,85 Bartlett St,100.0,,100.0,100.0,100.0
65692,Blarney Stone,5625 GEARY Blvd,98.0,Low Risk,95.0,94.0,98.0
65695,Mediterrean Food,3848 Judah St,77.0,Moderate Risk,81.33333333333333,77.0,90.0
65704,Coastside Farms and Specialties,505 Gene Friend Way,100.0,,100.0,100.0,100.0
65724,Le Meridien SF Main Kitchen/Employee Cafeteria,333 Battery St Level A & B,98.0,Low Risk,97.0,96.0,98.0
65725,Le Meridien SF Park Grill Restaurant & Bar,333 Battery St Level 2 & 3,100.0,Moderate Risk,94.0,92.0,100.0
65770,Haight Street Happy Donuts,1794 HAIGHT St,96.0,Low Risk,92.4,90.0,96.0
65776,111 Minna Gallery,111 Minna St,92.0,Low Risk,93.6,92.0,100.0
65791,Venga Empanadas,443 Valencia St,87.0,Low Risk,87.21428571428571,86.0,89.0
65795,Mr. Pizza Man,2680 22nd St,84.0,Low Risk,86.22222222222223,80.0,94.0
65813,Sakesan,626 Clement St,88.0,Moderate Risk,87.66666666666667,85.0,90.0
65819,Chinese Immersion School,1250 Waller St,100.0,Low Risk,99.0,98.0,100.0
65820,McAuley Adolescent Special Education,2200 Hayes St,91.0,Low Risk,95.11111111111111,91.0,98.0
65824,Sugarhill Kitchen,1449 LOMBARD St,91.0,High Risk,92.66666666666667,91.0,96.0
65826,Subway #27657,701 Sutter St,94.0,Low Risk,91.6,90.0,94.0
65829,CHAMBERS eat + drink,601 Eddy St,83.0,High Risk,86.66666666666667,83.0,94.0
65830,Bubba Gump Shrimp Co.,Pier 39  M210,90.0,Moderate Risk,91.6,90.0,94.0
65831,Spices Restaurant,291 06th Ave,80.0,Moderate Risk,78.86666666666666,77.0,81.0
65833,Ristorante Milano,1448 Pacific Ave,96.0,Low Risk,94.66666666666667,92.0,96.0
65834,Roma Pizzeria,5099 MISSION St,78.0,Moderate Risk,76.95,75.0,78.0
65852,Al's Super Cafe,3286 MISSION St,88.0,Low Risk,90.0,88.0,94.0
65856,Bamboo Asia,41 Montgomery St,86.0,Moderate Risk,81.0,77.0,86.0
65857,Naked Lunch,504 Broadway St,92.0,Low Risk,83.25,78.0,92.0
65860,Super Duper,721 MARKET St,87.0,Low Risk,85.5,84.0,87.0
65872,Barcino,399 GROVE St,90.0,Moderate Risk,90.0,90.0,90.0
65873,Capurro's,498 Jefferson St,81.0,Low Risk,83.5,81.0,91.0
65893,Diane Feinstein Elementary School,2550 25th Ave,96.0,Moderate Risk,99.14285714285714,96.0,100.0
65896,Oasis Grill,200 04th St,86.0,Low Risk,87.81818181818181,86.0,90.0
65898,Pearl's Deluxe Burgers,708 Post St,96.0,Low Risk,97.33333333333333,96.0,100.0
65900,Olivier's Butchery,1074 Illinois St,96.0,Moderate Risk,96.0,96.0,96.0
65901,San Sun Restaurant,848 Washington St,90.0,Low Risk,90.3,89.0,92.0
65902,Annakoot,"Music Concourse, Golden Gate Park",89.0,High Risk,89.0,89.0,89.0
65925,Ziggy's Burger & Grill,21 Drumm St,87.0,Low Risk,80.0,75.0,87.0
66185,"Ritual Coffee Roasters, Inc.",432 Octavia St #1B,94.0,Low Risk,94.28571428571429,92.0,100.0
66191,AFC Sushi @ Mollie Stone's #9,4201 18th St,98.0,Low Risk,99.5,98.0,100.0
66202,Cake Coquette,1501 Cortland Ave,98.0,Low Risk,95.33333333333333,94.0,98.0
66220,Izakaya Kou,1560 Fillmore St,90.0,Low Risk,86.25,84.0,90.0
66229,Amphawa Thai Noodle House,5020 GEARY Blvd,64.0,High Risk,74.0,64.0,92.0
66255,Tempest,431 NATOMA St,89.0,Moderate Risk,85.18181818181819,83.0,89.0
66276,Martita's Restaurant,1401 EGBERT Ave,65.0,Moderate Risk,65.0,65.0,65.0
66279,Castro Village Wine Co.,4119 19th St,98.0,Low Risk,99.0,98.0,100.0
66280,The Posh Bagel,742 IRVING St,96.0,Low Risk,88.2,84.0,96.0
66297,Melody Lounge,3401 MISSION St,86.0,High Risk,86.83333333333333,86.0,88.0
66328,Chairman Bao,Off The Grid,100.0,Low Risk,96.8,96.0,100.0
66331,Cafe Majestic,1500 SUTTER St,90.0,Low Risk,84.2,76.0,96.0
66336,Nizario's Pizza #2,4077 18th St,92.0,Moderate Risk,87.33333333333333,85.0,92.0
66361,Cafe Bunn Mi,417 CLEMENT St,68.0,Moderate Risk,73.33333333333333,68.0,81.0
66362,Coffee To The People,1206 Masonic Ave,88.0,Moderate Risk,88.0,88.0,88.0
66363,Subway Sandwich #41309,187 06th St,92.0,Moderate Risk,91.5,90.0,94.0
66384,Sweet Hut,519 Clement St,83.0,Low Risk,85.58333333333333,83.0,91.0
66394,Canela,2272 MARKET St,92.0,Low Risk,92.0,92.0,92.0
66400,Arabian Nights,2345 Mission St,96.0,Low Risk,83.72727272727273,79.0,96.0
66402,Lucky Horseshoe Bar LLC,453 CORTLAND Ave,98.0,Low Risk,95.71428571428571,94.0,98.0
66406,Charley's Grilled Subs,865 Market St,85.0,Moderate Risk,79.23529411764706,73.0,85.0
66411,Del Popolo LLC,269 Chattanooga St,96.0,Low Risk,97.33333333333333,96.0,100.0
66418,Turtle Tower Restaurant,5716 GEARY BLVD,79.0,Moderate Risk,77.57894736842105,73.0,84.0
66475,Sur La Table,845 Market St Space#015,90.0,Low Risk,91.16666666666667,90.0,94.0
66515,La Fusion,475 Pine St,90.0,Moderate Risk,82.0,78.0,90.0
66517,Mela Tandoori Kitchen,536 Golden Gate Ave,76.0,Low Risk,80.0,76.0,92.0
66522,Java House LLC,PIER 40,78.0,Low Risk,78.72727272727273,78.0,80.0
66534,Midway Grill (Snack Shop),99 Harding Park Road,88.0,Moderate Risk,88.75,87.0,100.0
66536,Cypress Grill,99 Harding Park Rd,90.0,Moderate Risk,88.13333333333334,83.0,90.0
66583,Kara's Cupcakes,2565 03rd St #334,94.0,Low Risk,94.0,94.0,94.0
66584,Western Donuts Shop #2,5101 MISSION St,90.0,Moderate Risk,90.5,90.0,92.0
66592,John King Senior Center,500 RAYMOND Ave,96.0,Moderate Risk,98.0,96.0,100.0
66612,Kama Sushi,1497 CHURCH St,92.0,Low Risk,89.77777777777777,87.0,92.0
66637,Godzila Sushi,1800 DIVISADERO St,78.0,High Risk,83.81818181818181,78.0,94.0
66656,Another Cafe,1191 Pine St,98.0,Low Risk,90.66666666666667,87.0,98.0
66679,New Woey Loy Goey Restaurant,699 Jackson St,85.0,Moderate Risk,73.7,70.0,85.0
66684,The Ice Cream Bar,815 COLE St,100.0,,100.0,100.0,100.0
66685,Tacolicious,741 Valencia St,87.0,Low Risk,89.0,87.0,90.0
66687,Chipotle Mexican Grill,1523 SLOAT Blvd,100.0,Low Risk,98.5,96.0,100.0
66694,Streets,634 Polk St,92.0,Low Risk,87.0,82.0,92.0
66695,Lee's Deli,280 Battery St,73.0,High Risk,78.33333333333333,73.0,85.0
66698,Stanley's Steamers,Macys - Geary Entrance,100.0,,100.0,100.0,100.0
66704,DR. TEETH AND THE ELECTRIC MAYHEM,2323 MISSION St,84.0,Low Risk,84.92307692307692,84.0,86.0
66705,Green Island Restaurant,4012 Geary Blvd,75.0,Moderate Risk,71.6,69.0,75.0
66709,MINT,1 Dr Carlton B Goodlett Pl Ground Floor,96.0,Low Risk,96.0,96.0,96.0
66711,Paris Pizza,448 Broadway St,90.0,Low Risk,88.875,87.0,90.0
66715,Brick and Mortar,1710 Mission St,92.0,Low Risk,92.0,92.0,92.0
66717,Giordano Bros.,3108 16th St,94.0,Low Risk,89.875,85.0,94.0
66732,Soma Restaurant And Bar,85 05th St,88.0,Moderate Risk,85.36363636363636,81.0,90.0
66736,Sozai,1500 Irving St,90.0,Moderate Risk,84.85714285714286,81.0,90.0
66768,Little Vine,1541 Grant Ave,96.0,Low Risk,97.33333333333333,96.0,100.0
66771,Stanza,1673 Haight St,98.0,Low Risk,95.33333333333333,94.0,98.0
66808,Burger King 3684,819 Van Ness Ave,96.0,Low Risk,92.66666666666667,88.0,100.0
66811,BK11852,1298 HOWARD St,77.0,High Risk,82.6,77.0,90.0
66874,Peninsula Seafood Restaurant,641 Jackson St,78.0,Low Risk,73.0,58.0,86.0
66894,Clancey's Market-Deli,3960 Irving St,98.0,Low Risk,98.0,96.0,100.0
66895,Izakaya Yuzuki,598 GUERRERO St,88.0,Low Risk,88.0,88.0,88.0
66896,Lite Bite,1796 Union St,92.0,Moderate Risk,94.28571428571429,92.0,96.0
66900,La Espiga De Oro,2916 24th St,86.0,Low Risk,82.0,77.0,87.0
66901,Camp,4014 GEARY Blvd,86.0,Moderate Risk,86.0,86.0,86.0
66902,Palio Paninoteca,"2565 03rd St, # 307",90.0,Low Risk,90.0,90.0,90.0
66925,Deli Board,1058 Folsom St,89.0,Moderate Risk,89.42857142857143,89.0,90.0
66934,Subway Sandwich,5 Embarcadero Center,100.0,High Risk,92.66666666666667,89.0,100.0
66961,Mi Tierra Market,2023 MISSION St,57.0,Low Risk,64.75,57.0,88.0
66963,Zynga,699 08th St,92.0,Moderate Risk,93.0,92.0,94.0
66972,Akiba,3141 Clement St,94.0,Low Risk,94.8,94.0,96.0
66979,The Hummus Guy,1 United Nations Plaza,96.0,Moderate Risk,98.0,96.0,100.0
66985,Pho Vietnam San Francisco,1406 Polk St,93.0,High Risk,84.63636363636364,78.0,96.0
66988,Park Tavern,1652 Stockton St,86.0,High Risk,86.6,86.0,87.0
66990,Bai Som Thai Kitchen,2121 CLEMENT St,84.0,Moderate Risk,86.86666666666666,84.0,92.0
66992,Mifune Bistro,1581 Webster St #100,86.0,High Risk,86.33333333333333,86.0,87.0
66999,Super Duper Burgers,2201 Chestnut St,84.0,Low Risk,85.125,84.0,87.0
67043,Jang Soo BBQ,6314 Geary Blvd,78.0,High Risk,78.47058823529412,70.0,90.0
67049,Specialty's Cafe & Bakery,500 Howard St,90.0,Moderate Risk,92.66666666666667,90.0,98.0
67063,7-Eleven #2366-34977,527 Sutter St,92.0,Moderate Risk,81.42857142857143,72.0,92.0
67067,Tupelo,1337 Grant Ave,90.0,Moderate Risk,81.9,73.0,92.0
67075,Beachside Coffee Bar & Kitchen,4300 JUDAH St,85.0,High Risk,85.85714285714286,85.0,87.0
67093,Katherine Delmar Burke School,7070 California St,100.0,Moderate Risk,96.85714285714286,92.0,100.0
67123,Mozzeria,3228 16th St,89.0,Moderate Risk,91.66666666666667,89.0,94.0
67124,Alicia's Tamales Los Mayas,Justin Herman Plaza,86.0,Low Risk,86.0,86.0,86.0
67149,"Sushi In, LLC",2280 CHESTNUT St,92.0,Moderate Risk,92.25,92.0,93.0
67154,RIVERSIDE SEAFOOD RESTAURANT,1201 VICENTE St,86.0,Moderate Risk,76.66666666666667,70.0,86.0
67176,The Melt,1 Embarcadero Center,100.0,,100.0,100.0,100.0
67182,"Asana, Inc.",1550 Bryant St Suite 150,96.0,Low Risk,96.0,96.0,96.0
67184,Biergarten,424 Octavia St,88.0,Moderate Risk,90.5,88.0,98.0
67186,Etcetera Wine Bar,795 VALENCIA St,96.0,Moderate Risk,95.0,94.0,96.0
67187,Chipotle Mexican Grill #1560,333 Jefferson St #104,100.0,Moderate Risk,96.0,92.0,100.0
67218,"Williams-Sonoma, Inc.",100 North Point St,94.0,Low Risk,91.6,90.0,94.0
67235,Steins,731 Clement St,94.0,Low Risk,88.28571428571429,86.0,94.0
67237,La Jefa,445 Bayshore Blvd,84.0,Low Risk,64.0,51.0,88.0
67246,Sodexo @ Academy of Art University,625 Polk St Basement,91.0,High Risk,92.66666666666667,91.0,96.0
67250,Sodexo @ Academy of Art University,625 Polk St 1st Floor,98.0,Low Risk,98.0,98.0,98.0
67262,Wonglee LLC,732 Jackson St,84.0,Moderate Risk,78.4375,69.0,88.0
67276,The Cow Hollow Market,3165 STEINER St,94.0,Moderate Risk,91.6,90.0,94.0
67330,San Tung Restaurant LLC,1031 Irving St,88.0,Low Risk,65.85714285714286,57.0,88.0
67359,Lite Bite,1956 Lombard St,88.0,Moderate Risk,89.33333333333333,88.0,90.0
67371,Roxie Market & Deli,500 KIRKHAM St,80.0,Low Risk,80.0,80.0,80.0
67414,Phoenix Pastificio,3251 20th Ave,100.0,,100.0,100.0,100.0
67427,La Fina Estampa,1407 Bush St,98.0,Low Risk,97.33333333333333,96.0,98.0
67446,Soma Chicken and Salad,101 Spear St #A24,65.0,Low Risk,71.0,65.0,79.0
67448,Soo Fong Restaurant,3801 03rd St 370,80.0,Moderate Risk,81.45454545454545,75.0,92.0
67486,Phat Thai,Off The Grid,92.0,Moderate Risk,93.2,92.0,94.0
67489,The Dark Horse Inn,942 Geneva Ave,94.0,Low Risk,94.28571428571429,94.0,96.0
67495,Southern Pacific Brewing,620 Treat Ave,91.0,High Risk,94.0,91.0,98.0
67509,The Hidden Vine Wine Bar,408 Merchant St,100.0,,100.0,100.0,100.0
67510,Subway Sandwiches,215 Fremont St,94.0,Low Risk,94.0,94.0,94.0
67545,Keiko a Nob Hill,1250 Jones St,94.0,Low Risk,95.42857142857143,94.0,100.0
67552,Namu Gaji,499 Dolores St,92.0,Moderate Risk,88.14285714285714,85.0,92.0
67554,Good Orchard Bakery,4675 Mission St,75.0,Low Risk,73.4,72.0,75.0
67558,Azucar Lounge,299 09th St,94.0,Low Risk,94.0,94.0,94.0
67564,ITHAI,720 Post St,87.0,High Risk,67.96666666666667,59.0,87.0
67565,King of Thai Noodles Cafe,1541 TARAVAL St,84.0,Low Risk,84.15789473684211,81.0,88.0
67567,Rolling-Out,1722 Taraval St,87.0,Low Risk,90.625,87.0,94.0
67584,Stow Lake Boathouse Company,GOLDEN GATE PARK,100.0,Low Risk,92.5,90.0,100.0
67587,Burger Urge,1599 Haight St,90.0,Moderate Risk,92.4,90.0,96.0
67602,Chipotle Mexican Grill #1702,865 Market St Space #C10,96.0,Low Risk,95.33333333333333,94.0,96.0
67615,Esposto's Deli,1700 Owens St,88.0,Moderate Risk,90.16666666666667,88.0,93.0
67690,Saru,3856 24th St,94.0,Moderate Risk,95.33333333333333,94.0,98.0
67741,Hong Kong Lounge II,3300 Geary Blvd,85.0,Low Risk,79.13333333333334,72.0,85.0
67754,Joy Hing BBQ Noodles House,710 Kearny St,96.0,Low Risk,90.85714285714286,86.0,100.0
67788,Sushi Taka,600 Kearny St,100.0,High Risk,85.25,82.0,100.0
67815,Southpaw BBQ,2170 MISSION St,90.0,Moderate Risk,88.44444444444444,85.0,96.0
67828,King's Thai Cuisine,346 CLEMENT St,85.0,High Risk,78.5,67.0,96.0
67840,Subs on Hubs,933 Brannan St,89.0,Low Risk,88.0,87.0,89.0
67856,Pearl Market,1201 DIVISADERO St,96.0,Moderate Risk,96.0,96.0,96.0
67862,The Social Study,1795 Geary Blvd,85.0,High Risk,90.71428571428571,85.0,96.0
67869,Yuubi Japanese Restaurant,501 BALBOA ST,81.0,Moderate Risk,84.88888888888889,81.0,94.0
67871,Mission dolores Academy,3371 16th St,96.0,Low Risk,94.44444444444444,88.0,100.0
67895,Precita Park Cafe,500 PRECITA Ave,93.0,High Risk,88.33333333333333,86.0,93.0
67911,Prather Ranch Meat Co.,1 Ferry Building  #33,94.0,Moderate Risk,94.0,94.0,94.0
67917,Hilton Financial District,750 Kearny St  26th Floor,100.0,,100.0,100.0,100.0
67920,Noori,1924 IRVING St,83.0,Low Risk,85.53846153846153,83.0,89.0
67923,Old Skool Cafe,1429 Mendell St,90.0,Moderate Risk,89.6,89.0,90.0
67982,Caffe Central,845 Market St,87.0,Moderate Risk,86.15384615384616,84.0,92.0
67985,Momma's Kitchen,121 09th St,83.0,High Risk,86.63636363636364,83.0,90.0
68013,"Mariposa Baking Co., Inc.",1 Ferry Building  #32,100.0,,100.0,100.0,100.0
68018,Cafeto Coffee Shop,111 Richland Ave,96.0,Moderate Risk,97.0,96.0,100.0
68026,Estela's,891 Bush St,98.0,Low Risk,94.8,92.0,100.0
68036,City Chopsticks,883 Bush St,92.0,Low Risk,81.78571428571429,75.0,92.0
68037,Focaccia Market Bakery,185 BERRY St #1430,81.0,Moderate Risk,84.71428571428571,81.0,94.0
68042,Yummy Yummy,758 Pacific Ave,75.0,Low Risk,75.0,75.0,75.0
68045,Maven Restaurant,598 HAIGHT St,92.0,Low Risk,94.0,92.0,100.0
68058,"Home Maid Ravioli Co., Inc.",85 Bartlett St,100.0,,100.0,100.0,100.0
68068,The Chai Cart,525 Market/360 Valencia,94.0,Low Risk,94.0,94.0,94.0
68070,Per Diem,564 Market St #140,85.0,Moderate Risk,86.33333333333333,85.0,89.0
68079,Philz Coffee,4298 24th St,96.0,Moderate Risk,93.33333333333333,92.0,96.0
68089,Burger King 5830,245 BAYSHORE Blvd,88.0,Moderate Risk,88.0,88.0,88.0
68090,Original Joe's,601 Union St,92.0,Low Risk,89.14285714285714,87.0,92.0
68091,Kiên Thanh,431 Eddy St,90.0,Low Risk,92.4,90.0,96.0
68104,Freshroll,157 04th St,86.0,High Risk,78.5,68.0,94.0
68105,Gilberth's Rottiserie & Grill,2427 03rd St,88.0,Moderate Risk,88.0,88.0,88.0
68121,Hot Pot Garden,1055 Taraval St,96.0,Low Risk,96.0,96.0,96.0
68128,FlourChylde Bakery,50 Post St,100.0,,100.0,100.0,100.0
68130,Vinyl Cafe and Wine Bar,359 DIVISADERO St,77.0,Low Risk,77.92307692307692,77.0,79.0
68131,Radio Africa & Kitchen,4800 03rd St,82.0,Low Risk,81.33333333333333,72.0,90.0
68148,Sheng Kee Bakery & Cafe,814-816 Irving St,81.0,Low Risk,84.375,81.0,90.0
68152,State Bird Provisions,1529 FILLMORE St,96.0,Low Risk,93.8,92.0,96.0
68158,I-Skewers,2407 JUDAH St,92.0,Low Risk,92.0,92.0,92.0
68159,Tower Burger,729 PORTOLA Dr,75.0,Moderate Risk,80.2,75.0,88.0
68160,Gourmet Carousel,1559 FRANKLIN St,70.0,Low Risk,69.0,68.0,70.0
68173,Wise Sons Deli,3150 24th St,96.0,Low Risk,95.33333333333333,94.0,96.0
68189,Silverstone Cafe,3278 24th St,89.0,High Risk,88.45454545454545,86.0,92.0
68196,Happy Yogurt,503 33rd Ave,100.0,Moderate Risk,98.0,96.0,100.0
68219,Calabria Bros.,4763 MISSION St,96.0,Moderate Risk,95.5,94.0,98.0
68237,Jane Hammond Events Inc.,Hunters Point Building 110 Shipyard,96.0,Low Risk,96.0,96.0,96.0
68242,Bacon Bacon LLC,205 A Frederick St,88.0,Low Risk,89.33333333333333,88.0,92.0
68247,Mixt Greens/Mixt,560 Mission St Suite 125,90.0,Moderate Risk,88.71428571428571,87.0,90.0
68249,Mixt Greens/Mixt,1 Market St,82.0,Moderate Risk,84.66666666666667,82.0,87.0
68254,Four Barrel Coffee,2599 San Bruno Ave,90.0,Moderate Risk,90.0,90.0,90.0
68257,AFC SUSHI at Mollie Stone's #10,635 Portola Dr,94.0,Low Risk,96.0,94.0,100.0
68258,A&M LIQUOR,1600 SUTTER ST,96.0,Moderate Risk,96.0,96.0,96.0
68259,Balboa Theater,3630 BALBOA St,96.0,Low Risk,96.0,96.0,96.0
68260,MV Bay Breeze,Pier 41,98.0,Low Risk,96.0,94.0,98.0
68261,MV Pisces,Pier 41,94.0,Low Risk,94.0,94.0,94.0
68262,MV Scorpio,Pier 41,100.0,Moderate Risk,98.0,96.0,100.0
68263,MV Taurus,Pier 41,100.0,,100.0,100.0,100.0
68269,Walgreens #1126,1979 MISSION St,100.0,Low Risk,95.42857142857143,94.0,100.0
68283,The Spice & Tea Exchange,Pier 39  #273,100.0,Low Risk,99.5,98.0,100.0
68294,Walgreens #3185,825 MARKET St,87.0,High Risk,92.42857142857143,87.0,98.0
68295,Walgreens #4680,730 Market St,96.0,Moderate Risk,95.2,94.0,96.0
68298,Walgreens #4609,1301 Market St,94.0,Low Risk,93.71428571428571,92.0,96.0
68320,Newtree,16 Jessie St,72.0,High Risk,77.0,72.0,87.0
68321,Capo's,641 Vallejo St,77.0,Moderate Risk,79.91666666666667,77.0,84.0
68331,Blackwood Thai Cuisine,2150 CHESTNUT St,88.0,Moderate Risk,88.0,88.0,88.0
68345,Mixt Greens/Mixt,475 Sansome St  100-S,96.0,Moderate Risk,89.25,87.0,96.0
68351,Mixt Greens/Mixt,114 Sansome St #120,86.0,High Risk,82.42857142857143,81.0,86.0
68352,Vogue Theatre,3290 Sacramento St,92.0,Moderate Risk,92.0,92.0,92.0
68353,Hops & Hominy,1 Tillman Pl,96.0,Moderate Risk,95.0,94.0,96.0
68356,BASK,42 Columbus Ave,100.0,,100.0,100.0,100.0
68360,Pharaohs,608 Geary St,90.0,Low Risk,86.54545454545455,82.0,100.0
68365,Rite Spot Cafe,2099 Folsom St,94.0,Low Risk,92.8,92.0,94.0
68366,Flying Pig Bistro,433 South Van Ness Ave,77.0,Moderate Risk,83.5,77.0,96.0
68386,Macedonia Missionary Baptist Church,2135 Sutter St,94.0,Moderate Risk,94.0,94.0,94.0
68390,Mission's Kitchen,2738 Mission St,79.0,Low Risk,80.78260869565217,79.0,82.0
68394,Mission Bowling Club,3176 17th St,90.0,Moderate Risk,89.125,85.0,94.0
68403,Empero Taste,4052 BALBOA St,71.0,Low Risk,72.75,71.0,75.0
68407,Ganim's Market,1135 18th St,94.0,Low Risk,92.66666666666667,92.0,94.0
68428,Cafe Coco,4201 geary Blvd,94.0,Low Risk,89.57142857142857,84.0,94.0
68430,Ladle & Leaf,135 04th St FC-2,92.0,Moderate Risk,92.0,92.0,92.0
68431,Bon Appetit @ Adobe,601 TOWNSEND STREET,90.0,Low Risk,88.85714285714286,88.0,90.0
68442,Sauce Belden,56 Belden Pl,78.0,High Risk,81.125,78.0,88.0
68451,Buckhorn Grills,101 04th St #1060,88.0,Moderate Risk,79.15789473684211,74.0,88.0
68454,Kippu Japanese Restaurant,1707 BUCHANAN St,76.0,Low Risk,76.0,76.0,76.0
68467,Yong Fong Co.,612 Clement St,94.0,Moderate Risk,96.5,94.0,100.0
68483,El Tomate Restaurant,2904 24th St,87.0,Low Risk,86.9375,85.0,90.0
68493,Cassava,3519 Balboa St,85.0,High Risk,82.84615384615384,81.0,85.0
68500,Drip! Mobile Espresso,Treasure Island Flea Market,98.0,Low Risk,91.14285714285714,87.0,98.0
68503,Nizario's Pizza,535 VALENCIA St,90.0,Low Risk,90.66666666666667,90.0,92.0
68504,The Fitzgerald Hotel,620 Post St,94.0,Moderate Risk,95.33333333333333,94.0,98.0
68508,Pho Nice,880 Geneva Ave #A,85.0,Moderate Risk,82.6923076923077,80.0,85.0
68540,Rank Quickserve,4199 Mission St,90.0,Moderate Risk,92.5,90.0,94.0
68544,Sorabol Metreon,135 04th St FC-3,94.0,Moderate Risk,84.92307692307692,81.0,94.0
68560,Wow Naan-N-Curry,642 Irving St,90.0,Moderate Risk,85.38461538461539,78.0,90.0
68591,Cerveceria De Mateveza,3801 18th St,100.0,,100.0,100.0,100.0
